,type,id,attributes.bioproject,attributes.accession,attributes.samples-count,attributes.secondary-accession,attributes.centre-name,attributes.is-public,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.samples.links.related,relationships.downloads.links.related,relationships.biomes.meta.count,relationships.biomes.data,relationships.biomes.links.related,relationships.publications.links.related,relationships.analyses.links.related,links.self,pipeline_version,biomes
2282,studies,MGYS00003750,PRJEB14864,MGYS00003750,146.0,ERP016541,UCSDMI,True,,"In order to facilitate conservation of biological diversity we require comprehensive knowledge of the microbial ecology of an ecosystem. As the vast majority of microbes are not readily culturable, we must use molecular tools to investigate their diversity and function in marine ecosystem. However, it is still difficult to understand their role in ecological processes. Here we present a study to characterize changes in the diversity and metabolic activity of the heterotrophic bacterial community over an annual cycle in the Western English Channel. For this purpose, surface water samples were collected from the sampling station, L4, every week for a year. The respiration rate of the heterotrophic microbial community was determined from the decrease in dissolved oxygen content of the less than 0.8m size-fraction of the sea water. We are currently analyzing captured DNA using 16S rRNA amplicon and shotgun metagenomic pyrosequencing to determine the diversity and functional profile of the active bacteria in order to characterize annual changes in the active bacterial community. This dataset sits within the larger framework of the Western English Channel bacterial diversity time series (2003-2009) and the seasonal metagenomic and metatranscriptomic studies associated with this site. We demonstrate that respiration rates are characterized by specific microbial diversity and function at different times of year, highlighting seasonal fluctuation in this ecosystem.",Defining seasonal marine microbial community dynamics,SUBMITTED,2019-02-19T10:36:39,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003750/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003750/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003750/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003750/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003750/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003750/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003750,4.1,root:Environmental:Aquatic:Marine
2283,studies,MGYS00003748,PRJEB14822,MGYS00003748,280.0,ERP016495,UCSDMI,True,,Microbiota of slime and gut samples from different species of freshwater fish from the Colorado River.,Song Colorado freshwater fish,SUBMITTED,2019-02-19T10:01:41,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003748/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003748/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003748/downloads,1,"[{'type': 'biomes', 'id': 'root:Mixed', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Mixed'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003748/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003748/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003748/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003748,4.1,root:Mixed
2284,studies,MGYS00003736,PRJDB5400,MGYS00003736,3.0,DRP004675,CAU,True,,"This work seeks to explore the impact of early and late Haemonchus infection on abomasal and ruminal microbial community, and ovine host. Overall, these results indicate that Haemonchus infection plays a crucial role for shaping abomasal and ruminal microbial community composition, and diversity.",Microbial Community and Ovine Host Responses to Early and Late Haemonchus contortus Infection,HARVESTED,2019-02-18T11:31:28,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003736/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003736/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003736/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system:Stomach', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system:Stomach'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003736/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003736/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003736/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003736,4.1,root:Host-associated:Mammals:Digestive system:Stomach
2285,studies,MGYS00003735,PRJEB29073,MGYS00003735,1.0,ERP111342,KING ABDULAZIZ UNIVERSITY,True,,Migratory locust gut microbiome isolated from Saudia Arabia,Migratory locust,SUBMITTED,2019-02-18T11:31:16,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003735/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003735/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003735/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Insecta:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Insecta:Digestive%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003735/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003735/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003735/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003735,4.1,root:Host-associated:Insecta:Digestive system
2286,studies,MGYS00003732,PRJEB28848,MGYS00003732,110.0,ERP111105,"Graduate School of Science, Technology and Innovation, Kobe University",True,,KUHIMM,Single Batch Fermentation System Simulating Human Colonic Microbiota_Ulcerative colitis,SUBMITTED,2019-02-14T15:53:51,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003732/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003732/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003732/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Lab enrichment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003732/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003732/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003732/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003732,4.1,root:Engineered:Lab enrichment
2287,studies,MGYS00003731,PRJEB24523,MGYS00003731,37.0,ERP106352,University of Bologna,True,,Gut microbiome response to short term dietary intervention in reactive hypoglycemia subjects,Gut microbiome response to short term dietary intervention in reactive hypoglycemia subjects,SUBMITTED,2019-02-14T14:16:04,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003731/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003731/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003731/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Intestine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Intestine'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003731/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003731/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003731/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003731,4.1,root:Host-associated:Human:Digestive system:Intestine
2288,studies,MGYS00003729,PRJEB24491,MGYS00003729,59.0,ERP106319,Idaho State University,True,,Research on Airborne Ice Nucleating Species,Research on Airborne Ice Nucleating Species,SUBMITTED,2019-02-14T14:10:30,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003729/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003729/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003729/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Air', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Air'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003729/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003729/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003729/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003729,4.1,root:Environmental:Air
2289,studies,MGYS00003727,PRJEB22639,MGYS00003727,12.0,ERP104335,UNIVERSITY OF LAUSANNE,True,,This study project for a complete characterization and interpretation of the functional response of local microbial communities present in different type soils upon contamination of toluene.,The study aims to study the transcriptional response of soil communities to the artificial pollution with toluene,SUBMITTED,2019-02-12T12:05:12,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003727/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003727/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003727/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Soil:Clay', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Clay'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003727/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003727/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003727/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003727,4.1,root:Environmental:Terrestrial:Soil:Clay
2290,studies,MGYS00003726,PRJEB30824,MGYS00003726,6.0,ERP113309,IBENS,True,,Illumina 4000 sequencing of MV1012-46.9-JPC2 sediment core,Core MV1012-46.9-JPC2 aDNA metagenomes and negative control,SUBMITTED,2019-02-11T14:54:04,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003726/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003726/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003726/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine:Sediment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Sediment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003726/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003726/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003726/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003726,4.1,root:Environmental:Aquatic:Marine:Sediment
2291,studies,MGYS00003725,PRJEB24517,MGYS00003725,81.0,ERP106348,CIIMAR - Interdisciplinary Centre of Marine and Environmental Research,True,,"Global worming and climate change has been manifested in the decrease of the Arctic Ocean see ice extent and thickness. The thinner sea-ice regime that the Arctic has been facing changed Arctic's primary productivity and biogeochemistry. Understand the dynamics of the microbial communities that feed Arctic phytoplankton and biologically derived carbon export will be worthwhile in order to draw future trends. In this study we present a comprehensive analysis of the biogeographic patters of Arctic microbiome diversity and distribution along two oceanographic transects in the Marginal Ice Zone around Svalbard, within strong environmental gradients (Ripfjorden, Kongsfjorden). A total of 11 stations were sample at three depths (surface, chlorophyll maximum and bottom) during the Norwegian Polar Institute MOSJ-ICE 2016 plankton-monitoring program. Samples were concentrated on board through Sterivex 0.2 mm filtration and preserved at -80ºC for later DNA extraction. Amplification of 16S rRNA and 18S rRNA genes were performed and sequenced in Illumina MiSeq with a sequence depth of about 100 thousand readpairs. The prokaryotic and eukaryotic MOSJ-ICE16 data sets collection comprises highly complex and diverse microbial communities with a marked biogeographic pattern of distribution. Strong links were identified between bacterioplanckton and phytoplankton/picophytoplankton distribution driven by environmental and biogeochemical forces, most relevant to unravel the role of microbial pathways in supporting Arctic Ocean Primary productivity and system integrity.",Arctic microbiome along Svalbard Cross Shelf transects,SUBMITTED,2019-02-11T09:25:26,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003725/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003725/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003725/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine:Oceanic', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003725/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003725/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003725/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003725,4.1,root:Environmental:Aquatic:Marine:Oceanic
2292,studies,MGYS00003724,PRJEB24492,MGYS00003724,49.0,ERP106320,eawag,True,,"This is unpublished data. Any use of the data in a publication, meta-analysis, or global survey should get the approval from the corresponding author (helmut.buergmann@eawag.ch). RESIST-Flow: Understanding resistance gene flow during passage of wastewater treatment",Resistflow-WWTPs-16S DNA data (unpublished),SUBMITTED,2019-02-08T15:22:18,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003724/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003724/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003724/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003724/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003724/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003724/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003724,4.1,root:Engineered:Wastewater
2293,studies,MGYS00003722,PRJEB27221,MGYS00003722,3.0,ERP109280,Seoul Women's Universtiy,True,,3Soil16S,3Soil16S,SUBMITTED,2019-02-08T15:19:22,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003722/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003722/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003722/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Soil', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003722/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003722/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003722/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003722,4.1,root:Environmental:Terrestrial:Soil
2294,studies,MGYS00003721,PRJEB26764,MGYS00003721,12.0,ERP108779,CIAD A.C.,True,,Samples of this study were collected of a super-intensive shrimp culture using photoautotrophic biofilm as complementary aquafeed,photoautotrophic_biofilm,SUBMITTED,2019-02-08T15:10:32,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003721/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003721/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003721/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003721/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003721/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003721/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003721,4.1,root:Environmental:Aquatic
2295,studies,MGYS00003720,PRJEB28481,MGYS00003720,31.0,ERP110688,"Research Center for Eco-Environmental Sciences,Chinese Academy of Sciences",True,,"This study investigated the changes of microbial community response to anaerobic digestion of pig manure, chicken manure, sewage sludge, sterilized pig manure, sterilized chicken manure and sterilized sewage sludge. The authors tried to clarify the role of the substrate microbial community on the fate of ARGs during anaerobic digestion.",Microbial community response to different substrates during anaerobic digestion,SUBMITTED,2019-02-08T15:00:55,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003720/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003720/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003720/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Water and sludge', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Water%20and%20sludge'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003720/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003720/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003720/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003720,4.1,root:Engineered:Wastewater:Water and sludge
2296,studies,MGYS00003718,PRJEB30819,MGYS00003718,1.0,ERP113304,IBENS,True,,Negative control lane for ancient DNA taken from core MV1012 46.9,Lane 6 Analysis,SUBMITTED,2019-01-29T12:14:51,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003718/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003718/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003718/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine:Coastal:Sediment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003718/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003718/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003718/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003718,4.1,root:Environmental:Aquatic:Marine:Coastal:Sediment
2297,studies,MGYS00003717,PRJNA359782,MGYS00003717,186.0,SRP095939,University of Tennessee,True,,"Changes in soil bacterial community composition were assessed in response to cropping sequences and bio-covers at long-term no-tillage sites. Main effects of 4 four different cropping sequences of corn (Zea mays L.), cotton (Gossypium hirsutum L.), and soybean (Glycine max L.) were rotated in four year phases for 12-yrs at two Tennessee Research and Education Centers in a randomized complete block design with split-block treatments of four winter bio-covers: hairy vetch (Vicia villosa L.), wheat (Triticum aestivum L.), poultry litter, and a fallow control. Using Illumina high-throughput sequencing of 16S rRNA genes, bacterial community composition was determined.",Microbial community structure is affected by cropping sequences and bio-covers under long-term no-tillage,HARVESTED,2019-01-23T11:41:47,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003717/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003717/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003717/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Soil:Agricultural', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003717/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003717/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003717/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003717,4.1,root:Environmental:Terrestrial:Soil:Agricultural
2298,studies,MGYS00003715,PRJEB25642,MGYS00003715,1004.0,ERP107577,"Bioinformatics Lab, Innovation Center",True,,"LogMPIE is an observational, multi-center, cross geography and age-group study. The primary objective of the study was to report the microbiome baseline across India. The study reported data from over 1000 subjects. Additionally, for individual subjects, factors such as BMI, lifestyle, dietary habits and gender were recorded.  The study was conducted by Tata Chemicals Limited.",LogMPIE: Landscape Of Gut Microbiome - Pan India Exploration,SUBMITTED,2019-01-15T11:52:08,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003715/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003715/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003715/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003715/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003715/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003715/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003715,4.1,root:Host-associated:Human:Digestive system:Large intestine:Fecal
2299,studies,MGYS00003712,PRJEB17784,MGYS00003712,59.0,ERP019674,EMBL,True,,"Parkinson's disease (PD) presently is conceptualized as a protein aggregation disease in which pathology involves both, the enteric and the central nervous system, possibly spreading from one to another via the vagus nerves. As gastrointestinal dysfunction often precedes or parallels motor symptoms, the enteric system with its vast diversity of microorganisms may be involved in PD pathogenesis. Alterations in the enteric microbial taxonomic level of L-DOPA-naïve PD patients might also serve as a biomarker.We thus compared the fecal microbiomes of 31 early stage, L-DOPA-naive PD subjects to 28 age matched controls by metagenomic analysis.",The fecal microbiota in L-DOPA naive PD patients,SUBMITTED,2019-01-10T13:56:10,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003712/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003712/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003712/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003712/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003712/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003712/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003712,4.1,root:Host-associated:Human:Digestive system:Large intestine:Fecal
2300,studies,MGYS00003708,PRJEB14739,MGYS00003708,1999.0,ERP016405,UCSDMI,True,,"We will undertake the first ever large-scale microbiome exploration in Melbourne water catchments to provide a baseline dataset on the composition of microbial communities in animals, water and the environment to underpin drinking water quality management.",Catchment sources of microbes,SUBMITTED,2018-12-19T22:02:57,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003708/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003708/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003708/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003708/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003708/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003708/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003708,4.1,root:Host-associated:Mammals:Digestive system
2301,studies,MGYS00003707,PRJEB14801,MGYS00003707,767.0,ERP016472,UCSDMI,True,,Part of the Western acculturation project - Plantanal and D1-30 longitudinal babies from PR,Puerto Rico and Plantanal,SUBMITTED,2018-12-19T18:33:40,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003707/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003707/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003707/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mammals', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003707/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003707/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003707/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003707,4.1,root:Host-associated:Mammals
2302,studies,MGYS00003706,PRJEB14798,MGYS00003706,575.0,ERP016469,UCSDMI,True,,"We explored how experimental changes in humidity and temperature affect female incubation performance and nest environment and bacterial community on eggshells. We also explored the relationship between bird ectoparasites and egg colour, with bacterial load on eggshells and hatching success.",Peralta starlings,SUBMITTED,2018-12-19T15:14:45,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003706/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003706/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003706/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Birds', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Birds'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003706/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003706/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003706/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003706,4.1,root:Host-associated:Birds
2303,studies,MGYS00003705,PRJEB14927,MGYS00003705,388.0,ERP016607,UCSDMI,True,,"Samples of bees, royal jelly from honey bees (Apis mellifera) in Puerto Rico. Includes whole head, whole larva, whole pupa, whole gut and royal jelly. Effect of Tetracycline application.",Microbiome of honey bees from Puerto Rico,SUBMITTED,2018-12-19T14:30:20,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003705/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003705/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003705/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Insecta', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Insecta'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003705/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003705/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003705/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003705,4.1,root:Host-associated:Insecta
